,X,...1,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,Contact.Title,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,type,latitude,longitude
334,334,358,Shakti Dancing LLC,413 Glenwood Ave # 206,Raleigh,NC,27603,2198,Anna M,Ladd,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,NA,2015,413 Glenwood Ave # 206 Raleigh NC 27603,NA,dancing lessons,35.78511786,-78.6474096
335,335,359,Shaleigh Dance Works Inc,89 Mountain Ridge Rd,Rougemont,NC,27572,6892,Shaleigh,Comerford,Manager,(919) 000-1111,Dancing Instruction,611610,999990,NA,NA,NA,Private,Orange,4,93000,shaleighdanceworks.com,2019,89 Mountain Ridge Rd Rougemont NC 27572,https://shaleighdanceworks.com,dancing lessons,36.28842198,-78.89016157
336,336,360,Sharon's School of Dance,3415 Kinnamon Village Cmns,Winston Salem,NC,27103,9814,NA,NA,NA,(336) 293-4371,Dancing Instruction,611610,711120,NA,NA,NA,Private,Forsyth,2,61000,sharonsschoolofdancenc.com,2019,3415 Kinnamon Village Cmns Winston Salem NC 27103,https://sharonsschoolofdancenc.com,dancing lessons,36.0267066,-80.36950503
337,337,361,Sherri's School of Dance,114 W Union St # A,Morganton,NC,28655,3460,Sherri,Mcgimsey,Owner,(828) 443-9991,Dancing Instruction,611610,NA,NA,NA,NA,Private,Burke,1,19000,sherrisschoolofdance.com,1968,114 W Union St # A Morganton NC 28655,https://sherrisschoolofdance.com,dancing lessons,35.74548528,-81.68835072
338,338,362,Sherrys School of Dance,104 Terrace Pl,Morganton,NC,28655,3774,Sherri,Mcgimsey,Owner,(828) 433-9432,Dancing Instruction,611610,NA,NA,NA,NA,Private,Burke,2,37000,sherrisschoolofdance.com,2009,104 Terrace Pl Morganton NC 28655,https://sherrisschoolofdance.com,dancing lessons,35.74202619,-81.69069093
339,339,363,Shoreline Dance Co,5157 Sellers Rd,Shallotte,NC,28470,3405,NA,NA,NA,(910) 995-8472,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,NA,NA,dancestudio-pro.com,2024,5157 Sellers Rd Shallotte NC 28470,https://dancestudio-pro.com,dancing lessons,33.96251421,-78.39698281
340,340,364,Shuffles & Chaines,235 Rolling Hill Rd,Mooresville,NC,28117,6528,Charity,Sayre,Owner,(704) 660-7077,Dancing Instruction,611610,NA,NA,NA,NA,Private,Iredell,5,99000,mooresvilledance.com,2004,235 Rolling Hill Rd Mooresville NC 28117,https://mooresvilledance.com,dancing lessons,35.58789426,-80.86211052
341,341,366,Sip Dance & Design LLC,111 N Chestnut St # 210,Winston Salem,NC,27101,4056,NA,NA,NA,(336) 407-4369,Dancing Instruction,611610,NA,NA,NA,NA,Private,Forsyth,3,91000,NA,2019,111 N Chestnut St # 210 Winston Salem NC 27101,NA,dancing lessons,36.09526265,-80.24134113
342,342,367,Slier City Dance-Gymnastics,114 S 3rd Ave,Siler City,NC,27344,3435,NA,NA,NA,(919) 742-7232,Dancing Instruction,611610,711120,NA,NA,NA,Private,Chatham,2,60000,NA,2012,114 S 3rd Ave Siler City NC 27344,NA,dancing lessons,35.72290496,-79.4601555
343,343,368,So Young Dance,2827 Haw River Trl,Apex,NC,27502,9697,Huazhi,Hu,Manager,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2013,2827 Haw River Trl Apex NC 27502,NA,dancing lessons,35.71455035,-78.9167488
344,344,369,South East Dance Academy,220 Avondale Ave # 101,Wilmington,NC,28403,7043,Lynn,Raley,Owner,(910) 791-7660,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,20,711000,sedadance.com,2003,220 Avondale Ave # 101 Wilmington NC 28403,https://sedadance.com,dancing lessons,34.20896235,-77.86521848
345,345,370,Southern Sapphires Dance DLLRS,105 Red Oak Ct,Lumberton,NC,28358,1112,Tamara C,Kemp,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Robeson,2,40000,NA,2018,105 Red Oak Ct Lumberton NC 28358,NA,dancing lessons,34.66352736,-78.99037569
346,346,371,Southside Dance Ctr Inc,114 S Main St,Tabor City,NC,28463,1910,Jaclyn,Ray,Other,(910) 653-6223,Dancing Instruction,611610,NA,NA,NA,NA,Private,Columbus,2,48000,NA,1997,114 S Main St Tabor City NC 28463,NA,dancing lessons,34.14851481,-78.87687229
347,347,372,Southside Dance Ctr Inc,206 Canal St,Tabor City,NC,28463,8824,Lori B,Gelezinsky,Owner,(910) 207-1499,Dancing Instruction,611610,NA,NA,NA,NA,Private,Columbus,2,48000,southsidedance.com,2015,206 Canal St Tabor City NC 28463,https://southsidedance.com,dancing lessons,34.15879775,-78.86501465
348,348,373,Spotlight Dance Co,120 N Church St # A,Salisbury,NC,28144,4311,NA,NA,NA,(704) 310-5706,Dancing Instruction,611610,NA,NA,NA,NA,Private,Rowan,4,48000,spotlightdancescene.com,2016,120 N Church St # A Salisbury NC 28144,https://spotlightdancescene.com,dancing lessons,35.66857164,-80.47077667
349,349,374,Stage Door Dance Productions,2720 Godley Ln,Raleigh,NC,27617,7700,Chasta,Calhoun,Owner,(919) 720-3036,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,stagedoordance.com,2009,2720 Godley Ln Raleigh NC 27617,https://stagedoordance.com,dancing lessons,35.91861333,-78.79549658
350,350,375,Stanly Hall,305 Pollock St,New Bern,NC,28560,4944,Joyce A,Price,Other,(252) 637-2003,Dancing Instruction,611610,722320,NA,NA,NA,Private,Craven,4,83000,rivertowneballroom.com,2012,305 Pollock St New Bern NC 28560,https://rivertowneballroom.com,dancing lessons,35.1066231,-77.03837169
351,351,376,Star Dance Production LLC,12210 Copper Way,Charlotte,NC,28277,3553,Fritz,Schulte,Other,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,7,190000,NA,2014,12210 Copper Way Charlotte NC 28277,NA,dancing lessons,35.07014668,-80.84443301
352,352,378,Starlight Youth Dance Prgm Inc,2757 Granville St,High Point,NC,27263,2188,Karen,Odum,Owner,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,4,168000,NA,2015,2757 Granville St High Point NC 27263,NA,dancing lessons,35.92958157,-79.97762178
353,353,379,Starsteps Dance Ctr,510 Realty St SW,Lenoir,NC,28645,5567,Michelle,Crisp,Owner,(828) 754-9633,Dancing Instruction,611610,NA,NA,NA,NA,Private,Caldwell,3,55000,NA,2005,510 Realty St SW Lenoir NC 28645,NA,dancing lessons,35.90431905,-81.54380089
354,354,380,Starz Elite Dance Ctr,3710 N Main St # 106,High Point,NC,27265,1892,Megan,Bodsdord,Owner,(336) 880-0339,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,4,168000,starzelitedance.com,2012,3710 N Main St # 106 High Point NC 27265,https://starzelitedance.com,dancing lessons,36.01056744,-80.04288608
355,355,381,Starz In Step,6529 Denver Industrial Park Rd,Denver,NC,28037,NA,Kelley,Bosley,Owner,(704) 489-2200,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lincoln,5,115000,thestudioofdenver.com,2002,6529 Denver Industrial Park Rd Denver NC 28037,https://thestudioofdenver.com,dancing lessons,35.53916377,-81.0347902
356,356,382,Step N Out Dance Production,605 S Lafayette St,Shelby,NC,28150,5807,Jada Beam,Henderson,Owner,(704) 692-4262,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cleveland,1,23000,stepnoutdanceproductions.com,2007,605 S Lafayette St Shelby NC 28150,https://stepnoutdanceproductions.com,dancing lessons,35.28403961,-81.54070985
357,357,383,Step Up Studio,126 1st St W,Conover,NC,28613,2106,NA,NA,NA,(828) 228-6626,Dancing Instruction,611610,NA,NA,NA,NA,Private,Catawba,2,46000,NA,2009,126 1st St W Conover NC 28613,NA,dancing lessons,35.70660211,-81.21867663
358,358,384,Steps N Motion,6400 Weddington Rd # C,Matthews,NC,28104,6295,NA,NA,NA,(704) 684-0005,Dancing Instruction,611610,711120,NA,NA,NA,Private,Union,5,124000,stepsnmotion.com,1981,6400 Weddington Rd # C Matthews NC 28104,https://stepsnmotion.com,dancing lessons,35.00134087,-80.69344537
359,359,385,Steps N Motion Dance Studio,8181 Ardrey Kell Rd,Charlotte,NC,28277,NA,Jeff,Leclair,President,(704) 321-1636,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,12,325000,stepsnmotion.com,1981,8181 Ardrey Kell Rd Charlotte NC 28277,https://stepsnmotion.com,dancing lessons,35.03744288,-80.79630158
360,360,386,Steps On Stage Acad-Performing,30 Old Roberts Rd # 601,Benson,NC,27504,8052,NA,NA,NA,(919) 938-2011,Dancing Instruction,611610,NA,NA,NA,NA,Private,Johnston,4,88000,stepsonstageacademy.com,2011,30 Old Roberts Rd # 601 Benson NC 27504,https://stepsonstageacademy.com,dancing lessons,35.51845818,-78.55372899
361,361,387,Studio 33 Dance Co LLC,511 N Spence Ave,Goldsboro,NC,27534,4241,Crystal O,Boudy,Owner,(919) 222-3110,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wayne,3,57000,studio33dancecompany.com,2016,511 N Spence Ave Goldsboro NC 27534,https://studio33dancecompany.com,dancing lessons,35.37701945,-77.94833444
362,362,388,Studio 68 For Dance,1107 Walnut Cir,Wilkesboro,NC,28697,2740,Stephanie,Mayberry,Owner,(336) 838-0068,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wilkes,7,102000,studio-68.com,2006,1107 Walnut Cir Wilkesboro NC 28697,https://studio-68.com,dancing lessons,36.14103803,-81.17107963
363,363,389,Studio 86 School of Dance,122 E Lenoir Ave,Kinston,NC,28501,NA,Brenda,Pressly,Owner,(252) 523-2623,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lenoir,3,72000,NA,1986,122 E Lenoir Ave Kinston NC 28501,NA,dancing lessons,35.26777429,-77.58052078
364,364,390,Studio A Dancearts,1714 Legion Rd,Chapel Hill,NC,27517,2360,Melody,Eggen,President,(919) 929-5202,Dancing Instruction,611610,NA,NA,NA,NA,Private,Orange,5,171000,studioadancearts.com,2010,1714 Legion Rd Chapel Hill NC 27517,https://studioadancearts.com,dancing lessons,35.93933446,-79.01710311
365,365,392,Studio J Dance Ctr,129 E Taft Ave,Asheboro,NC,27203,6821,Laura,Thornburg,Owner,(336) 629-3963,Dancing Instruction,611610,NA,NA,NA,NA,Private,Randolph,2,44000,studiojdancecenter.com,2001,129 E Taft Ave Asheboro NC 27203,https://studiojdancecenter.com,dancing lessons,35.692235,-79.81504249
366,366,393,Studio K Dance Workshop,289 Daniel Boone Dr,Boone,NC,28607,5488,Kay,Harkins,Owner,(828) 265-4111,Dancing Instruction,611610,711120,NA,NA,NA,Private,Watauga,1,19000,studiokdancer.com,1994,289 Daniel Boone Dr Boone NC 28607,https://studiokdancer.com,dancing lessons,36.21825445,-81.65882496
367,367,394,Susan's Dance Unlimited Inc,117 N Main St,Kernersville,NC,27284,2815,Susan H,Bodsford,Owner,(336) 993-2350,Dancing Instruction,611610,NA,NA,NA,NA,Private,Forsyth,4,121000,NA,1985,117 N Main St Kernersville NC 27284,NA,dancing lessons,36.12024483,-80.07298843
368,368,395,Swansboro Dance Studio-Emerald,130 Leslie Ln,Swansboro,NC,28584,8608,Christy,Williams,Owner,(910) 326-1152,Dancing Instruction,611610,NA,NA,NA,NA,Private,Onslow,2,51000,swansborodancestudio.com,1996,130 Leslie Ln Swansboro NC 28584,https://swansborodancestudio.com,dancing lessons,34.70641471,-77.1544159
369,369,396,Take Two School of Dance,7041 Old Wake Forest Rd,Raleigh,NC,27616,3251,NA,NA,NA,(919) 878-0074,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2004,7041 Old Wake Forest Rd Raleigh NC 27616,NA,dancing lessons,35.86934535,-78.58421716
370,370,397,Taurya,4000 Bear Cat Way # 100,Morrisville,NC,27560,6248,Ramaa,Manjrekar,Director,(919) 601-5044,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,1,35000,taurya.com,2018,4000 Bear Cat Way # 100 Morrisville NC 27560,https://taurya.com,dancing lessons,35.82731942,-78.81974377
371,371,398,Taylor Academy of Dance,839 Durham Rd # D,Wake Forest,NC,27587,8793,Jill,Taylor,Other,(919) 556-2332,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,tayloracademy.com,2005,839 Durham Rd # D Wake Forest NC 27587,https://tayloracademy.com,dancing lessons,35.97965473,-78.53529771
372,372,399,Techniques In Motion Sch-Dance,5543 Carolina Beach Rd,Wilmington,NC,28412,3571,Terrie,Batson,Owner,(910) 799-3223,Dancing Instruction,611610,713990,711120,NA,NA,Private,New Hanover,2,72000,techniquesinmotion.com,1993,5543 Carolina Beach Rd Wilmington NC 28412,https://techniquesinmotion.com,dancing lessons,34.13644473,-77.89429252
373,373,400,Terpsichore's Dance Ctr,16325 Northcross Dr,Huntersville,NC,28078,5043,Brenna,Lang,Manager,(704) 996-8809,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,1,28000,NA,2013,16325 Northcross Dr Huntersville NC 28078,NA,dancing lessons,35.43959006,-80.87121392
374,374,401,Terpsicorps Theatre of Dance,69 Cranford Rd,Asheville,NC,28806,1550,Heather,Maloy,Manager,(828) 761-1371,Dancing Instruction,611610,711120,999990,NA,NA,Private,Buncombe,6,149000,terpsicorps.org,2002,69 Cranford Rd Asheville NC 28806,https://terpsicorps.org,dancing lessons,35.56826936,-82.6127347
375,375,402,Three Little Birds Dance Std,111 Oakdale Dr,Moyock,NC,27958,8705,Thomas,Castellow,Owner,(252) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Currituck,2,67000,NA,2016,111 Oakdale Dr Moyock NC 27958,NA,dancing lessons,36.5176563,-76.18249581
376,376,403,Tilley's Dance Academy,401 N Center St,Statesville,NC,28677,4021,Robinette,Tilley,Owner,(704) 872-6438,Dancing Instruction,611610,458110,812191,NA,NA,Private,Iredell,3,60000,tilleysdance.com,1987,401 N Center St Statesville NC 28677,https://tilleysdance.com,dancing lessons,35.79055462,-80.89179693
377,377,405,Titus II Cmnty Dance Ministry,3625 Bison Hill Ln,Raleigh,NC,27604,5006,Regina,Stevenson,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2015,3625 Bison Hill Ln Raleigh NC 27604,NA,dancing lessons,35.83207358,-78.5793009
378,378,406,To the Pointe,143 Boone Square St,Hillsborough,NC,27278,2561,Lauren,Assa,Director,(919) 732-5454,Dancing Instruction,611610,NA,NA,NA,NA,Private,Orange,11,468000,tothepointedance.com,2004,143 Boone Square St Hillsborough NC 27278,https://tothepointedance.com,dancing lessons,36.06271536,-79.09997988
379,379,407,Tonya's Academy of Dance,305 10th St,North Wilkesboro,NC,28659,4111,NA,NA,NA,(336) 667-6777,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wilkes,2,30000,NA,1999,305 10th St North Wilkesboro NC 28659,NA,dancing lessons,36.15999837,-81.1485565
380,380,408,Triple Threat Performing Arts,73 Landis St,Sylva,NC,28779,6200,Valerie,Tissue,Owner,(828) 586-4410,Dancing Instruction,611610,NA,NA,NA,NA,Private,Jackson,6,123000,ttpaa.com,2006,73 Landis St Sylva NC 28779,https://ttpaa.com,dancing lessons,35.37296978,-83.22469755
381,381,409,Triple Threat School-Dance,4759 Commercial Plaza St,Winston Salem,NC,27104,4610,Kimberly G,Hobson,President,(336) 794-3942,Dancing Instruction,611610,711120,NA,NA,NA,Private,Forsyth,5,151000,3threatdance.com,2000,4759 Commercial Plaza St Winston Salem NC 27104,https://3threatdance.com,dancing lessons,36.07428982,-80.34480035
382,382,410,Tron Oide Acad-Irish Dance-Our,4305 Wood Valley Dr,Raleigh,NC,27613,6321,Karen,Johnson,Owner,(919) 961-1905,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2015,4305 Wood Valley Dr Raleigh NC 27613,NA,dancing lessons,35.92968845,-78.70524736
383,383,411,Trouper,1220 Warwick Dr,Burlington,NC,27215,3510,Bill,Butler,Owner,(919) 621-5984,Dancing Instruction,611610,NA,NA,NA,NA,Private,Alamance,8,204000,thetroupers.com,2011,1220 Warwick Dr Burlington NC 27215,https://thetroupers.com,dancing lessons,36.09549267,-79.45924162
384,384,412,Tutu School Raleigh,709 Tucker St,Raleigh,NC,27603,1233,Lara,O'Brien,Owner,(919) 792-8032,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,tutuschool.com,2014,709 Tucker St Raleigh NC 27603,https://tutuschool.com,dancing lessons,35.78626277,-78.64912381
385,385,413,TUTU.COM Inc,801 Pressley Rd # 100A,Charlotte,NC,28217,969,Claudia,Folts,Owner,(704) 519-4771,Dancing Instruction,611610,459130,NA,NA,NA,Private,Mecklenburg,5,136000,tutu.com,2012,801 Pressley Rd # 100A Charlotte NC 28217,https://tutu.com,dancing lessons,35.18896759,-80.8928671
386,386,414,Twisted Dance Studios,313 S Greene St,Greensboro,NC,27401,2699,NA,NA,NA,(336) 303-8792,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,5,210000,twisteddance.com,2019,313 S Greene St Greensboro NC 27401,https://twisteddance.com,dancing lessons,36.07011239,-79.79165244
387,387,415,Ufit Cheer & Dance Inc,6906 Loretta Pl,Charlotte,NC,28215,9718,Joevanne,Estrada,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,NA,2015,6906 Loretta Pl Charlotte NC 28215,NA,dancing lessons,35.23336147,-80.71453113
388,388,416,Universal Sprit Assoc,152 Corporate Blvd,Indian Trail,NC,28079,9433,Adam,Thomas,President,(704) 821-0564,Dancing Instruction,611610,517112,NA,NA,NA,Private,Union,2,50000,NA,2013,152 Corporate Blvd Indian Trail NC 28079,NA,dancing lessons,35.07956448,-80.65794122
389,389,418,Wagon Wheel Dance Club,248 We Padgett Rd,Bostic,NC,28018,7507,Cynthia,Cline,Owner,(828) 429-6422,Dancing Instruction,611610,722410,NA,NA,NA,Private,Rutherford,2,37000,NA,1999,248 We Padgett Rd Bostic NC 28018,NA,dancing lessons,35.37583089,-81.77751113
390,390,420,Wake Forest Youth Ballet,417 Brooks St,Wake Forest,NC,27587,2930,NA,NA,NA,(828) 000-1111,Dancing Instruction,611610,813319,NA,NA,NA,Private,Wake,2,70000,NA,2023,417 Brooks St Wake Forest NC 27587,NA,dancing lessons,35.97503517,-78.50945792
391,391,421,Walltown Children's Theatre,1225 Berkeley St,Durham,NC,27705,3530,Cynthia,Penn,Exec Director,(919) 286-4545,Dancing Instruction,611610,711110,813319,NA,NA,Private,Durham,2,90000,walltownchildrenstheatre.org,2000,1225 Berkeley St Durham NC 27705,https://walltownchildrenstheatre.org,dancing lessons,36.01770742,-78.91554676
392,392,422,Wanda Kay's School of Dance,2117 S Glenburnie Rd,New Bern,NC,28562,2280,Amy,Thore,Owner,(252) 636-2811,Dancing Instruction,611610,NA,NA,NA,NA,Private,Craven,4,83000,wkdancer.com,1989,2117 S Glenburnie Rd New Bern NC 28562,https://wkdancer.com,dancing lessons,35.09583055,-77.09826196
393,393,423,We're Dancin,5136 Old Charlotte Hwy,Monroe,NC,28110,7791,Julia,Vittorio,Other,(704) 849-0072,Dancing Instruction,611610,NA,NA,NA,NA,Private,Union,9,148000,were-dancin.com,2012,5136 Old Charlotte Hwy Monroe NC 28110,https://were-dancin.com,dancing lessons,35.04544595,-80.64200536
394,394,424,Weaverville Dance Academy,76 Garrison Branch Rd # 2,Weaverville,NC,28787,6631,Michelle,Hall,Owner,(828) 658-2522,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,3,75000,weavervilledance.wordpress.com,1990,76 Garrison Branch Rd # 2 Weaverville NC 28787,https://weavervilledance.wordpress.com,dancing lessons,35.71020668,-82.58159449
395,395,425,Wilmington Conservatory-Fine,902 S College Rd,Wilmington,NC,28403,4412,NA,NA,NA,(910) 240-2222,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,7,249000,wilmingtonconservatory.com,1970,902 S College Rd Wilmington NC 28403,https://wilmingtonconservatory.com,dancing lessons,34.21852454,-77.8852278
396,396,426,WNC Dance,829 Riverside Dr,Asheville,NC,28801,227,NA,NA,NA,(828) 277-7452,Dancing Instruction,611610,711120,NA,NA,NA,Private,Buncombe,3,75000,wncdanceacademy.com,2017,829 Riverside Dr Asheville NC 28801,https://wncdanceacademy.com,dancing lessons,35.61428111,-82.57494129
397,397,428,Yvettes Dance Academy,244 Robeson St,Fayetteville,NC,28301,5573,Yvette,Booker,Other,(910) 323-2235,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cumberland,5,132000,yvettesdanceacademy.com,2016,244 Robeson St Fayetteville NC 28301,https://yvettesdanceacademy.com,dancing lessons,35.05192403,-78.88865501
398,398,26,Apv Academy of Dance LLC,110A Front St,Kenansville,NC,28349,NA,Eleni R,Vernon,Owner,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Duplin,2,39000,NA,2014,110A Front St Kenansville NC 28349,NA,dancing lessons,34.96237886,-77.96160399
399,399,40,Ballet Conservatory-Asheville,NA,Asheville,NC,28801,NA,NA,NA,NA,(828) 255-5777,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,2,50000,balletconservatoryofasheville.com,2009,NA Asheville NC 28801,https://balletconservatoryofasheville.com,dancing lessons,35.59252346,-82.55613812
400,400,79,Carolina Dance Explosion,NA,Gastonia,NC,28052,NA,NA,NA,NA,(704) 460-9324,Dancing Instruction,611610,NA,NA,NA,NA,Private,Gaston,3,79000,NA,2008,NA Gastonia NC 28052,NA,dancing lessons,35.24487321,-81.2152877
401,401,177,Down Right Dance,5419 S Alston Ave,Durham,NC,27713,4434,NA,NA,NA,(201) 644-6515,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,2,90000,downrightdance.com,2015,5419 S Alston Ave Durham NC 27713,https://downrightdance.com,dancing lessons,35.8851593,-78.8844653
402,402,181,Dynamic Dance Studio LLC,123 Tarboro St SW,Wilson,NC,27893,3911,Akia,Mcnair,Manager,(252) 218-8003,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wilson,2,41000,dynamicdancestudio.wixsite.com,2018,123 Tarboro St SW Wilson NC 27893,https://dynamicdancestudio.wixsite.com,dancing lessons,35.7225131,-77.91896476
403,403,191,Expressions of Dance,NA,Greensboro,NC,27405,NA,NA,NA,NA,(336) 510-2787,Dancing Instruction,611610,711120,NA,NA,NA,Private,Guilford,3,126000,royalexpressions.org,2007,NA Greensboro NC 27405,https://royalexpressions.org,dancing lessons,36.11169335,-79.74856635
404,404,254,Kelly's School of Dance,114 Steele St,Sanford,NC,27330,NA,Kelly,Perry,Owner,(919) 774-6917,Dancing Instruction,611610,812191,813410,NA,NA,Private,Lee,2,60000,ksodancesanford.com,1984,114 Steele St Sanford NC 27330,https://ksodancesanford.com,dancing lessons,35.48043029,-79.17907352
405,405,270,Little Broadway Studio,763 US Highway 221A,Forest City,NC,28043,5911,Chrystal,Meeks,Owner,(828) 245-1214,Dancing Instruction,611610,611620,NA,NA,NA,Private,Rutherford,1,19000,NA,1993,763 US Highway 221A Forest City NC 28043,NA,dancing lessons,35.3161886,-81.85708942
406,406,341,Raise the Barre Arts Academy,NA,Leland,NC,28451,NA,NA,NA,NA,(910) 363-0084,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,2,59000,renderrush.digital.vistaprint.io,2019,NA Leland NC 28451,https://renderrush.digital.vistaprint.io,dancing lessons,34.236434,-78.0040029
407,407,343,Raquel-Dance Instructor,NA,Selma,NC,27576,NA,NA,NA,NA,(919) 604-3947,Dancing Instruction,611610,NA,NA,NA,NA,Private,Johnston,3,66000,dancewithraquel.com,2018,NA Selma NC 27576,https://dancewithraquel.com,dancing lessons,35.5365485,-78.2844435
408,408,365,Simply Dance,1303 S Madison St,Whiteville,NC,28472,NA,NA,NA,NA,(910) 207-6793,Dancing Instruction,611610,NA,NA,NA,NA,Private,Columbus,2,48000,simplydancenc.com,2016,1303 S Madison St Whiteville NC 28472,https://simplydancenc.com,dancing lessons,34.30423096,-78.71679352
409,409,404,Tirouette Dance Co,201 Rosewood Centre Dr,Holly Springs,NC,27540,6504,NA,NA,NA,(919) 629-7394,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,pirouettedancecompany.com,2017,201 Rosewood Centre Dr Holly Springs NC 27540,https://pirouettedancecompany.com,dancing lessons,35.67817726,-78.83683492
410,1,13,Advance Dance,166 Millers Creek Dr # F,Winston Salem,NC,27127,3100,NA,NA,NA,(336) 764-8660,Dancing Instruction,611610,NA,NA,NA,NA,Private,Forsyth,2,77000,advancedancers.com,2011,166 Millers Creek Dr Winston Salem NC 27127,https://advancedancers.com,dancing lessons,35.989789,-80.270885
411,2,20,Alpha & Omega Dance Academy,201 S Mcpherson Ch Rd # 102,Fayetteville,NC,28303,4913,Sarah,Pages,Educator,(910) 860-1405,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,2,53000,alphaomegadanceacademy.com,2007,201 S Mcpherson Ch Rd Fayetteville NC 28303,https://alphaomegadanceacademy.com,dancing lessons,35.065263,-78.950434
412,3,37,Baker School of Dance,2176 US Highway 70A E,Selma,NC,27576,9405,Deborah,Baker,Owner,(919) 965-3395,Dancing Instruction,611610,NA,NA,NA,NA,Private,Johnston,1,22000,NA,1988,2176 US Highway 70A Selma NC 27576,NA,dancing lessons,35.507806,-78.241378
413,4,113,Classic Dance Inc,100 Beau Pkwy,Elizabeth City,NC,27909,7742,Anne,Guest,Educator,(252) 338-3587,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pasquotank,2,36000,NA,2009,100 Beau Pkwy Elizabeth City NC 27909,NA,dancing lessons,36.27562,-76.279734
414,5,129,Dance Dynamics,943 Highway 176 S,Tryon,NC,28782,NA,Missy,Fincher,Owner,(828) 859-9700,Dancing Instruction,611610,NA,NA,NA,NA,Private,Polk,4,1.00E+05,NA,1994,943 Highway 176 S Tryon NC 28782,NA,dancing lessons,35.198001,-82.230079
415,6,136,Dance Fever Charlotte,10211 Prsprty Pk Dr # 102,Charlotte,NC,28269,2390,Taryn,Moreno,Educator,(704) 992-1060,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,8,217000,dancefevercharlotte.com,2006,10211 Prsprty Pk Dr # 102 Charlotte NC 28269,https://dancefevercharlotte.com,dancing lessons,35.36492,-80.786824
416,7,143,Dance Productions-The Remix,5478 Hudspeth Dairy Rd,Harrisburg,NC,28075,5023,NA,NA,NA,(704) 455-7053,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cabarrus,3,74000,danceproductionsremix.com,2016,5478 Hudspeth Dairy Rd Harrisburg NC 28075,https://danceproductionsremix.com,dancing lessons,35.33971,-80.687162
417,8,231,Hoop/Island Dance,223 Saterfield Lndg # R,Nags Head,NC,27959,8004,NA,NA,NA,(252) 202-3651,Dancing Instruction,611610,NA,NA,NA,NA,Private,Dare,2,62000,islandschoolofdance.com,2005,223 Saterfield Lndg # R Nags Head NC 27959,https://islandschoolofdance.com,dancing lessons,35.988276,-75.64921
418,9,268,Limited Danceworks,187 Carolina Dr,Snow Hill,NC,28580,NA,Larissa C,Harris,President,(252) 286-5178,Dancing Instruction,611610,711120,NA,NA,NA,Private,Greene,2,39000,limiteddanceworks.com,2013,187 Carolina Dr Snow Hill NC 28580,https://limiteddanceworks.com,dancing lessons,35.441456,-77.660088
